skarmory, https://img.pokemondb.net/artwork/skarmory.jpg,227," <a class=""type-icon type-steel"" href=""/type/steel"">Steel</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Armor Bird Pokémon, 1.7 m (5′07″), 50.5 kg (111.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/keen-eye"" title=""Prevents other Pokémon from lowering accuracy."">Keen Eye</a></span><br/><span class=""text-muted"">2. <a href=""/ability/sturdy"" title=""It cannot be knocked out with one hit."">Sturdy</a></span><br/><small class=""text-muted""><a href=""/ability/weak-armor"" title=""Physical attacks lower Defense and raise Speed."">Weak Armor</a> (hidden ability)</small><br/>",,,2
houndour, https://img.pokemondb.net/artwork/houndour.jpg,228," <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Dark Pokémon, 0.6 m (2′00″), 10.8 kg (23.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/early-bird"" title=""The Pokémon awakens quickly from sleep."">Early Bird</a></span><br/><span class=""text-muted"">2. <a href=""/ability/flash-fire"" title=""It powers up Fire-type moves if it's hit by one."">Flash Fire</a></span><br/><small class=""text-muted""><a href=""/ability/unnerve"" title=""Makes the foe nervous and unable to eat Berries."">Unnerve</a> (hidden ability)</small><br/>",,,8
houndoom, https://img.pokemondb.net/artwork/houndoom.jpg,229," <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Dark Pokémon, 1.4 m (4′07″), 35.0 kg (77.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/early-bird"" title=""The Pokémon awakens quickly from sleep."">Early Bird</a></span><br/><span class=""text-muted"">2. <a href=""/ability/flash-fire"" title=""It powers up Fire-type moves if it's hit by one."">Flash Fire</a></span><br/><small class=""text-muted""><a href=""/ability/unnerve"" title=""Makes the foe nervous and unable to eat Berries."">Unnerve</a> (hidden ability)</small><br/>",,,6
kingdra, https://img.pokemondb.net/artwork/kingdra.jpg,230," <a class=""type-icon type-water"" href=""/type/water"">Water</a> <a class=""type-icon type-dragon"" href=""/type/dragon"">Dragon</a> ", Dragon Pokémon, 1.8 m (5′11″), 152.0 kg (335.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/swift-swim"" title=""Boosts the Pokémon's Speed in rain."">Swift Swim</a></span><br/><span class=""text-muted"">2. <a href=""/ability/sniper"" title=""Powers up moves if they become critical hits."">Sniper</a></span><br/><small class=""text-muted""><a href=""/ability/damp"" title=""Prevents the use of self-destructing moves."">Damp</a> (hidden ability)</small><br/>",,,4
phanpy, https://img.pokemondb.net/artwork/phanpy.jpg,231," <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Long Nose Pokémon, 0.5 m (1′08″), 33.5 kg (73.9 lbs)," <span class=""text-muted"">1. <a href=""/ability/pickup"" title=""The Pokémon may pick up items."">Pickup</a></span><br/><small class=""text-muted""><a href=""/ability/sand-veil"" title=""Boosts the Pokémon's evasion in a sandstorm."">Sand Veil</a> (hidden ability)</small><br/>",,,9
donphan, https://img.pokemondb.net/artwork/donphan.jpg,232," <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Armor Pokémon, 1.1 m (3′07″), 120.0 kg (264.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/sturdy"" title=""It cannot be knocked out with one hit."">Sturdy</a></span><br/><small class=""text-muted""><a href=""/ability/sand-veil"" title=""Boosts the Pokémon's evasion in a sandstorm."">Sand Veil</a> (hidden ability)</small><br/>",,,6
porygon2, https://img.pokemondb.net/artwork/porygon2.jpg,233," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Virtual Pokémon, 0.6 m (2′00″), 32.5 kg (71.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/trace"" title=""The Pokémon copies a foe's Ability."">Trace</a></span><br/><span class=""text-muted"">2. <a href=""/ability/download"" title=""Adjusts power according to a foe's defenses."">Download</a></span><br/><small class=""text-muted""><a href=""/ability/analytic"" title=""Boosts move power when the Pokémon moves last."">Analytic</a> (hidden ability)</small><br/>",,,5
stantler, https://img.pokemondb.net/artwork/stantler.jpg,234," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Big Horn Pokémon, 1.4 m (4′07″), 71.2 kg (157.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/intimidate"" title=""Lowers the foe's Attack stat."">Intimidate</a></span><br/><span class=""text-muted"">2. <a href=""/ability/frisk"" title=""The Pokémon can check a foe's held item."">Frisk</a></span><br/><small class=""text-muted""><a href=""/ability/sap-sipper"" title=""Boosts Attack when hit by a Grass-type move."">Sap Sipper</a> (hidden ability)</small><br/>",,,6
smeargle, https://img.pokemondb.net/artwork/smeargle.jpg,235," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Painter Pokémon, 1.2 m (3′11″), 58.0 kg (127.9 lbs)," <span class=""text-muted"">1. <a href=""/ability/own-tempo"" title=""Prevents the Pokémon from becoming confused."">Own Tempo</a></span><br/><span class=""text-muted"">2. <a href=""/ability/technician"" title=""Powers up the Pokémon's weaker moves."">Technician</a></span><br/><small class=""text-muted""><a href=""/ability/moody"" title=""Raises one stat and lowers another."">Moody</a> (hidden ability)</small><br/>",,,5
tyrogue, https://img.pokemondb.net/artwork/tyrogue.jpg,236," <a class=""type-icon type-fighting"" href=""/type/fighting"">Fighting</a> ", Scuffle Pokémon, 0.7 m (2′04″), 21.0 kg (46.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/guts"" title=""Boosts Attack if there is a status problem."">Guts</a></span><br/><span class=""text-muted"">2. <a href=""/ability/steadfast"" title=""Raises Speed each time the Pokémon flinches."">Steadfast</a></span><br/><small class=""text-muted""><a href=""/ability/vital-spirit"" title=""Prevents the Pokémon from falling asleep."">Vital Spirit</a> (hidden ability)</small><br/>",,,4
hitmontop, https://img.pokemondb.net/artwork/hitmontop.jpg,237," <a class=""type-icon type-fighting"" href=""/type/fighting"">Fighting</a> ", Handstand Pokémon, 1.4 m (4′07″), 48.0 kg (105.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/intimidate"" title=""Lowers the foe's Attack stat."">Intimidate</a></span><br/><span class=""text-muted"">2. <a href=""/ability/technician"" title=""Powers up the Pokémon's weaker moves."">Technician</a></span><br/><small class=""text-muted""><a href=""/ability/steadfast"" title=""Raises Speed each time the Pokémon flinches."">Steadfast</a> (hidden ability)</small><br/>",,,4
smoochum, https://img.pokemondb.net/artwork/smoochum.jpg,238," <a class=""type-icon type-ice"" href=""/type/ice"">Ice</a> <a class=""type-icon type-psychic"" href=""/type/psychic"">Psychic</a> ", Kiss Pokémon, 0.4 m (1′04″), 6.0 kg (13.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/oblivious"" title=""Prevents it from becoming infatuated."">Oblivious</a></span><br/><span class=""text-muted"">2. <a href=""/ability/forewarn"" title=""Determines what moves a foe has."">Forewarn</a></span><br/><small class=""text-muted""><a href=""/ability/hydration"" title=""Heals status problems if it is raining."">Hydration</a> (hidden ability)</small><br/>",,,4
elekid, https://img.pokemondb.net/artwork/elekid.jpg,239," <a class=""type-icon type-electric"" href=""/type/electric"">Electric</a> ", Electric Pokémon, 0.6 m (2′00″), 23.5 kg (51.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/static"" title=""Contact with the Pokémon may cause paralysis."">Static</a></span><br/><small class=""text-muted""><a href=""/ability/vital-spirit"" title=""Prevents the Pokémon from falling asleep."">Vital Spirit</a> (hidden ability)</small><br/>",,,3
magby, https://img.pokemondb.net/artwork/magby.jpg,240," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Live Coal Pokémon, 0.7 m (2′04″), 21.4 kg (47.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/flame-body"" title=""Contact with the Pokémon may burn the attacker."">Flame Body</a></span><br/><small class=""text-muted""><a href=""/ability/vital-spirit"" title=""Prevents the Pokémon from falling asleep."">Vital Spirit</a> (hidden ability)</small><br/>",,,6
miltank, https://img.pokemondb.net/artwork/miltank.jpg,241," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Milk Cow Pokémon, 1.2 m (3′11″), 75.5 kg (166.4 lbs)," <span class=""text-muted"">1. <a href=""/ability/thick-fat"" title=""Ups resistance to Fire- and Ice-type moves."">Thick Fat</a></span><br/><span class=""text-muted"">2. <a href=""/ability/scrappy"" title=""Enables moves to hit Ghost-type Pokémon."">Scrappy</a></span><br/><small class=""text-muted""><a href=""/ability/sap-sipper"" title=""Boosts Attack when hit by a Grass-type move."">Sap Sipper</a> (hidden ability)</small><br/>",,,8
blissey, https://img.pokemondb.net/artwork/blissey.jpg,242," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Happiness Pokémon, 1.5 m (4′11″), 46.8 kg (103.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/natural-cure"" title=""All status problems heal when it switches out."">Natural Cure</a></span><br/><span class=""text-muted"">2. <a href=""/ability/serene-grace"" title=""Boosts the likelihood of added effects appearing."">Serene Grace</a></span><br/><small class=""text-muted""><a href=""/ability/healer"" title=""May heal an ally's status conditions."">Healer</a> (hidden ability)</small><br/>",,,7
raikou, https://img.pokemondb.net/artwork/raikou.jpg,243," <a class=""type-icon type-electric"" href=""/type/electric"">Electric</a> ", Thunder Pokémon, 1.9 m (6′03″), 178.0 kg (392.4 lbs)," <span class=""text-muted"">1. <a href=""/ability/pressure"" title=""The Pokémon raises the foe's PP usage."">Pressure</a></span><br/><small class=""text-muted""><a href=""/ability/inner-focus"" title=""The Pokémon is protected from flinching."">Inner Focus</a> (hidden ability)</small><br/>",,,4
entei, https://img.pokemondb.net/artwork/entei.jpg,244," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Volcano Pokémon, 2.1 m (6′11″), 198.0 kg (436.5 lbs)," <span class=""text-muted"">1. <a href=""/ability/pressure"" title=""The Pokémon raises the foe's PP usage."">Pressure</a></span><br/><small class=""text-muted""><a href=""/ability/inner-focus"" title=""The Pokémon is protected from flinching."">Inner Focus</a> (hidden ability)</small><br/>",,,4
suicune, https://img.pokemondb.net/artwork/suicune.jpg,245," <a class=""type-icon type-water"" href=""/type/water"">Water</a> ", Aurora Pokémon, 2.0 m (6′07″), 187.0 kg (412.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/pressure"" title=""The Pokémon raises the foe's PP usage."">Pressure</a></span><br/><small class=""text-muted""><a href=""/ability/inner-focus"" title=""The Pokémon is protected from flinching."">Inner Focus</a> (hidden ability)</small><br/>",,,6
larvitar, https://img.pokemondb.net/artwork/larvitar.jpg,246," <a class=""type-icon type-rock"" href=""/type/rock"">Rock</a> <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Rock Skin Pokémon, 0.6 m (2′00″), 72.0 kg (158.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/guts"" title=""Boosts Attack if there is a status problem."">Guts</a></span><br/><small class=""text-muted""><a href=""/ability/sand-veil"" title=""Boosts the Pokémon's evasion in a sandstorm."">Sand Veil</a> (hidden ability)</small><br/>",,,7
pupitar, https://img.pokemondb.net/artwork/pupitar.jpg,247," <a class=""type-icon type-rock"" href=""/type/rock"">Rock</a> <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Hard Shell Pokémon, 1.2 m (3′11″), 152.0 kg (335.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/shed-skin"" title=""The Pokémon may heal its own status problems."">Shed Skin</a></span><br/>",,,7
tyranitar, https://img.pokemondb.net/artwork/tyranitar.jpg,248," <a class=""type-icon type-rock"" href=""/type/rock"">Rock</a> <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> ", Armor Pokémon, 2.0 m (6′07″), 202.0 kg (445.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/sand-stream"" title=""The Pokémon summons a sandstorm in battle."">Sand Stream</a></span><br/><small class=""text-muted""><a href=""/ability/unnerve"" title=""Makes the foe nervous and unable to eat Berries."">Unnerve</a> (hidden ability)</small><br/>",,,6
lugia, https://img.pokemondb.net/artwork/lugia.jpg,249," <a class=""type-icon type-psychic"" href=""/type/psychic"">Psychic</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Diving Pokémon, 5.2 m (17′01″), 216.0 kg (476.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/pressure"" title=""The Pokémon raises the foe's PP usage."">Pressure</a></span><br/><small class=""text-muted""><a href=""/ability/multiscale"" title=""Reduces damage when HP is full."">Multiscale</a> (hidden ability)</small><br/>",,,3
ho-oh, https://img.pokemondb.net/artwork/ho-oh.jpg,250," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Rainbow Pokémon, 3.8 m (12′06″), 199.0 kg (438.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/pressure"" title=""The Pokémon raises the foe's PP usage."">Pressure</a></span><br/><small class=""text-muted""><a href=""/ability/regenerator"" title=""Restores a little HP when withdrawn from battle."">Regenerator</a> (hidden ability)</small><br/>",,,3
celebi, https://img.pokemondb.net/artwork/celebi.jpg,251," <a class=""type-icon type-psychic"" href=""/type/psychic"">Psychic</a> <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Time Travel Pokémon, 0.6 m (2′00″), 5.0 kg (11.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/natural-cure"" title=""All status problems heal when it switches out."">Natural Cure</a></span><br/>",,,8
treecko, https://img.pokemondb.net/artwork/treecko.jpg,252," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Wood Gecko Pokémon, 0.5 m (1′08″), 5.0 kg (11.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/overgrow"" title=""Powers up Grass-type moves in a pinch."">Overgrow</a></span><br/><small class=""text-muted""><a href=""/ability/unburden"" title=""Raises Speed if a held item is used."">Unburden</a> (hidden ability)</small><br/>",,,6
grovyle, https://img.pokemondb.net/artwork/grovyle.jpg,253," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Wood Gecko Pokémon, 0.9 m (2′11″), 21.6 kg (47.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/overgrow"" title=""Powers up Grass-type moves in a pinch."">Overgrow</a></span><br/><small class=""text-muted""><a href=""/ability/unburden"" title=""Raises Speed if a held item is used."">Unburden</a> (hidden ability)</small><br/>",,,5
sceptile, https://img.pokemondb.net/artwork/sceptile.jpg,254," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Forest Pokémon, 1.7 m (5′07″), 52.2 kg (115.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/overgrow"" title=""Powers up Grass-type moves in a pinch."">Overgrow</a></span><br/><small class=""text-muted""><a href=""/ability/unburden"" title=""Raises Speed if a held item is used."">Unburden</a> (hidden ability)</small><br/>",,,5
torchic, https://img.pokemondb.net/artwork/torchic.jpg,255," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Chick Pokémon, 0.4 m (1′04″), 2.5 kg (5.5 lbs)," <span class=""text-muted"">1. <a href=""/ability/blaze"" title=""Powers up Fire-type moves in a pinch."">Blaze</a></span><br/><small class=""text-muted""><a href=""/ability/speed-boost"" title=""Its Speed stat is gradually boosted."">Speed Boost</a> (hidden ability)</small><br/>",,,8
combusken, https://img.pokemondb.net/artwork/combusken.jpg,256," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> <a class=""type-icon type-fighting"" href=""/type/fighting"">Fighting</a> ", Young Fowl Pokémon, 0.9 m (2′11″), 19.5 kg (43.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/blaze"" title=""Powers up Fire-type moves in a pinch."">Blaze</a></span><br/><small class=""text-muted""><a href=""/ability/speed-boost"" title=""Its Speed stat is gradually boosted."">Speed Boost</a> (hidden ability)</small><br/>",,,4
blaziken, https://img.pokemondb.net/artwork/blaziken.jpg,257," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> <a class=""type-icon type-fighting"" href=""/type/fighting"">Fighting</a> ", Blaze Pokémon, 1.9 m (6′03″), 52.0 kg (114.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/blaze"" title=""Powers up Fire-type moves in a pinch."">Blaze</a></span><br/><small class=""text-muted""><a href=""/ability/speed-boost"" title=""Its Speed stat is gradually boosted."">Speed Boost</a> (hidden ability)</small><br/>",,,3
mudkip, https://img.pokemondb.net/artwork/mudkip.jpg,258," <a class=""type-icon type-water"" href=""/type/water"">Water</a> ", Mud Fish Pokémon, 0.4 m (1′04″), 7.6 kg (16.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/torrent"" title=""Powers up Water-type moves in a pinch."">Torrent</a></span><br/><small class=""text-muted""><a href=""/ability/damp"" title=""Prevents the use of self-destructing moves."">Damp</a> (hidden ability)</small><br/>",,,8
marshtomp, https://img.pokemondb.net/artwork/marshtomp.jpg,259," <a class=""type-icon type-water"" href=""/type/water"">Water</a> <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Mud Fish Pokémon, 0.7 m (2′04″), 28.0 kg (61.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/torrent"" title=""Powers up Water-type moves in a pinch."">Torrent</a></span><br/><small class=""text-muted""><a href=""/ability/damp"" title=""Prevents the use of self-destructing moves."">Damp</a> (hidden ability)</small><br/>",,,8
swampert, https://img.pokemondb.net/artwork/swampert.jpg,260," <a class=""type-icon type-water"" href=""/type/water"">Water</a> <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Mud Fish Pokémon, 1.5 m (4′11″), 81.9 kg (180.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/torrent"" title=""Powers up Water-type moves in a pinch."">Torrent</a></span><br/><small class=""text-muted""><a href=""/ability/damp"" title=""Prevents the use of self-destructing moves."">Damp</a> (hidden ability)</small><br/>",,,7
poochyena, https://img.pokemondb.net/artwork/poochyena.jpg,261," <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> ", Bite Pokémon, 0.5 m (1′08″), 13.6 kg (30.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/run-away"" title=""Enables a sure getaway from wild Pokémon."">Run Away</a></span><br/><span class=""text-muted"">2. <a href=""/ability/quick-feet"" title=""Boosts Speed if there is a status problem."">Quick Feet</a></span><br/><small class=""text-muted""><a href=""/ability/rattled"" title=""Bug"," Ghost or Dark type moves scare it and boost its Speed."">Rattled</a> (hidden ability)</small><br/>",,9
mightyena, https://img.pokemondb.net/artwork/mightyena.jpg,262," <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> ", Bite Pokémon, 1.0 m (3′03″), 37.0 kg (81.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/intimidate"" title=""Lowers the foe's Attack stat."">Intimidate</a></span><br/><span class=""text-muted"">2. <a href=""/ability/quick-feet"" title=""Boosts Speed if there is a status problem."">Quick Feet</a></span><br/><small class=""text-muted""><a href=""/ability/moxie"" title=""Boosts Attack after knocking out any Pokémon."">Moxie</a> (hidden ability)</small><br/>",,,8
zigzagoon, https://img.pokemondb.net/artwork/zigzagoon.jpg,263," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", TinyRaccoon Pokémon, 0.4 m (1′04″), 17.5 kg (38.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/pickup"" title=""The Pokémon may pick up items."">Pickup</a></span><br/><span class=""text-muted"">2. <a href=""/ability/gluttony"" title=""Encourages the early use of a held Berry."">Gluttony</a></span><br/><small class=""text-muted""><a href=""/ability/quick-feet"" title=""Boosts Speed if there is a status problem."">Quick Feet</a> (hidden ability)</small><br/>",,,9
linoone, https://img.pokemondb.net/artwork/linoone.jpg,264," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Rushing Pokémon, 0.5 m (1′08″), 32.5 kg (71.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/pickup"" title=""The Pokémon may pick up items."">Pickup</a></span><br/><span class=""text-muted"">2. <a href=""/ability/gluttony"" title=""Encourages the early use of a held Berry."">Gluttony</a></span><br/><small class=""text-muted""><a href=""/ability/quick-feet"" title=""Boosts Speed if there is a status problem."">Quick Feet</a> (hidden ability)</small><br/>",,,8
wurmple, https://img.pokemondb.net/artwork/wurmple.jpg,265," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> ", Worm Pokémon, 0.3 m (1′00″), 3.6 kg (7.9 lbs)," <span class=""text-muted"">1. <a href=""/ability/shield-dust"" title=""Blocks the added effects of attacks taken."">Shield Dust</a></span><br/><small class=""text-muted""><a href=""/ability/run-away"" title=""Enables a sure getaway from wild Pokémon."">Run Away</a> (hidden ability)</small><br/>",,,7
silcoon, https://img.pokemondb.net/artwork/silcoon.jpg,266," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> ", Cocoon Pokémon, 0.6 m (2′00″), 10.0 kg (22.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/shed-skin"" title=""The Pokémon may heal its own status problems."">Shed Skin</a></span><br/>",,,5
beautifly, https://img.pokemondb.net/artwork/beautifly.jpg,267," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Butterfly Pokémon, 1.0 m (3′03″), 28.4 kg (62.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/swarm"" title=""Powers up Bug-type moves in a pinch."">Swarm</a></span><br/><small class=""text-muted""><a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a> (hidden ability)</small><br/>",,,6
cascoon, https://img.pokemondb.net/artwork/cascoon.jpg,268," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> ", Cocoon Pokémon, 0.7 m (2′04″), 11.5 kg (25.4 lbs)," <span class=""text-muted"">1. <a href=""/ability/shed-skin"" title=""The Pokémon may heal its own status problems."">Shed Skin</a></span><br/>",,,5
dustox, https://img.pokemondb.net/artwork/dustox.jpg,269," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Poison Moth Pokémon, 1.2 m (3′11″), 31.6 kg (69.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/shield-dust"" title=""Blocks the added effects of attacks taken."">Shield Dust</a></span><br/><small class=""text-muted""><a href=""/ability/compound-eyes"" title=""The Pokémon's accuracy is boosted."">Compound Eyes</a> (hidden ability)</small><br/>",,,3
lotad, https://img.pokemondb.net/artwork/lotad.jpg,270," <a class=""type-icon type-water"" href=""/type/water"">Water</a> <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Water Weed Pokémon, 0.5 m (1′08″), 2.6 kg (5.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/swift-swim"" title=""Boosts the Pokémon's Speed in rain."">Swift Swim</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rain-dish"" title=""The Pokémon gradually regains HP in rain."">Rain Dish</a></span><br/><small class=""text-muted""><a href=""/ability/own-tempo"" title=""Prevents the Pokémon from becoming confused."">Own Tempo</a> (hidden ability)</small><br/>",,,4
lombre, https://img.pokemondb.net/artwork/lombre.jpg,271," <a class=""type-icon type-water"" href=""/type/water"">Water</a> <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Jolly Pokémon, 1.2 m (3′11″), 32.5 kg (71.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/swift-swim"" title=""Boosts the Pokémon's Speed in rain."">Swift Swim</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rain-dish"" title=""The Pokémon gradually regains HP in rain."">Rain Dish</a></span><br/><small class=""text-muted""><a href=""/ability/own-tempo"" title=""Prevents the Pokémon from becoming confused."">Own Tempo</a> (hidden ability)</small><br/>",,,3
ludicolo, https://img.pokemondb.net/artwork/ludicolo.jpg,272," <a class=""type-icon type-water"" href=""/type/water"">Water</a> <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Carefree Pokémon, 1.5 m (4′11″), 55.0 kg (121.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/swift-swim"" title=""Boosts the Pokémon's Speed in rain."">Swift Swim</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rain-dish"" title=""The Pokémon gradually regains HP in rain."">Rain Dish</a></span><br/><small class=""text-muted""><a href=""/ability/own-tempo"" title=""Prevents the Pokémon from becoming confused."">Own Tempo</a> (hidden ability)</small><br/>",,,1
seedot, https://img.pokemondb.net/artwork/seedot.jpg,273," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Acorn Pokémon, 0.5 m (1′08″), 4.0 kg (8.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/chlorophyll"" title=""Boosts the Pokémon's Speed in sunshine."">Chlorophyll</a></span><br/><span class=""text-muted"">2. <a href=""/ability/early-bird"" title=""The Pokémon awakens quickly from sleep."">Early Bird</a></span><br/><small class=""text-muted""><a href=""/ability/pickpocket"" title=""Steals an item when hit by another Pokémon."">Pickpocket</a> (hidden ability)</small><br/>",,,7
nuzleaf, https://img.pokemondb.net/artwork/nuzleaf.jpg,274," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> ", Wily Pokémon, 1.0 m (3′03″), 28.0 kg (61.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/chlorophyll"" title=""Boosts the Pokémon's Speed in sunshine."">Chlorophyll</a></span><br/><span class=""text-muted"">2. <a href=""/ability/early-bird"" title=""The Pokémon awakens quickly from sleep."">Early Bird</a></span><br/><small class=""text-muted""><a href=""/ability/pickpocket"" title=""Steals an item when hit by another Pokémon."">Pickpocket</a> (hidden ability)</small><br/>",,,6
shiftry, https://img.pokemondb.net/artwork/shiftry.jpg,275," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> <a class=""type-icon type-dark"" href=""/type/dark"">Dark</a> ", Wicked Pokémon, 1.3 m (4′03″), 59.6 kg (131.4 lbs)," <span class=""text-muted"">1. <a href=""/ability/chlorophyll"" title=""Boosts the Pokémon's Speed in sunshine."">Chlorophyll</a></span><br/><span class=""text-muted"">2. <a href=""/ability/early-bird"" title=""The Pokémon awakens quickly from sleep."">Early Bird</a></span><br/><small class=""text-muted""><a href=""/ability/pickpocket"" title=""Steals an item when hit by another Pokémon."">Pickpocket</a> (hidden ability)</small><br/>",,,1
taillow, https://img.pokemondb.net/artwork/taillow.jpg,276," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", TinySwallow Pokémon, 0.3 m (1′00″), 2.3 kg (5.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/guts"" title=""Boosts Attack if there is a status problem."">Guts</a></span><br/><small class=""text-muted""><a href=""/ability/scrappy"" title=""Enables moves to hit Ghost-type Pokémon."">Scrappy</a> (hidden ability)</small><br/>",,,6
swellow, https://img.pokemondb.net/artwork/swellow.jpg,277," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Swallow Pokémon, 0.7 m (2′04″), 19.8 kg (43.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/guts"" title=""Boosts Attack if there is a status problem."">Guts</a></span><br/><small class=""text-muted""><a href=""/ability/scrappy"" title=""Enables moves to hit Ghost-type Pokémon."">Scrappy</a> (hidden ability)</small><br/>",,,6
